Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
204,4.88,244,265.95,5760,4,9,Enterprise,4GL,Oracle Forms,COSMIC,Real-Time Application,Air Traffic Management,New Development,0.91,6.778,4
205,57.2,715,731.38,7200,5,9,Enterprise,3GL,ASP.Net,IFPUG 4+,Mathematically Intensive Application,Website,Enhancement,2.73,15.889,5
206,54.24,678,695.32,9600,12,5,Embedded,3GL,Python,IFPUG 4+,Mathematically Intensive Application,E-Business,Enhancement,1.56,11.3,12
207,9.12,114,124.02,2880,6,3,Enterprise,3GL,.Net,FiSMA,Mathematically Intensive Application,E-Business,Enhancement,3.97,6.333,6
208,25.95,519,570.66,960,3,2,Mobile,3GL,Visual Basic,NESMA,Business Application,Air Traffic Management,New Development,1.12,86.5,3
209,40.8,510,496.94,7680,8,6,Web,3GL,Python,COSMIC,Real-Time Application,IT Management,Not Defined,3.86,10.625,8
210,12.32,616,670.01,3840,8,3,Enterprise,4GL,ABAP,FiSMA,Business Application,E-Business,Enhancement,1.27,25.667,8
211,12.9,258,251.75,3200,10,2,Mobile,3GL,Visual Basic,IFPUG 4+,Business Application,Transaction System,Not Defined,0.99,12.9,10
212,9.12,114,120.78,4800,15,2,Embedded,3GL,Javascript,NESMA,Real-Time Application,Transaction System,Enhancement,1.92,3.8,15
213,75.44,943,921.49,35360,17,13,Web,3GL,ASP.Net,NESMA,Business Application,Transaction System,Other,0.98,4.267,17
214,31.28,391,407.91,4480,7,4,Embedded,3GL,Python,FiSMA,Business Application,Air Traffic Management,Not Defined,1.27,13.964,7
215,52.24,353,349.77,10240,8,8,Web,3GL,C,COSMIC,Mathematically Intensive Application,Air Traffic Management,Enhancement,2.6,5.516,8
216,11.88,914,940.32,29120,14,13,Enterprise,4GL,SQL,IFPUG 4+,Real-Time Application,Human Resources,Not Defined,1.39,5.022,14
217,42.9,715,715.84,960,3,2,Mobile,3GL,C++,NESMA,Infrastructure Software,Website,Other,1.07,119.167,3
218,12.05,927,981.97,13440,6,14,Enterprise,4GL,SQL,NESMA,Business Application,IT Management,New Development,1.39,11.036,6
219,4.64,232,253.4,27200,17,10,Enterprise,4GL,PowerBuilder,NESMA,Mathematically Intensive Application,E-Business,Not Defined,0.4,1.365,17
220,56.24,703,659.02,14080,8,11,Web,3GL,ASP.Net,COSMIC,Real-Time Application,Internet Banking,Re-development,1.31,7.989,8
221,44.88,561,557.32,16640,13,8,Web,3GL,PHP,IFPUG 4+,Infrastructure Software,IT Management,Other,2.8,5.394,13
222,73.04,913,864.78,7680,16,3,Embedded,3GL,Python,IFPUG 4+,Real-Time Application,Internet Banking,Re-development,1.75,19.021,16
223,18.48,924,954.69,11520,9,8,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Website,Other,0.5,12.833,9
224,60.8,760,741.65,3520,11,2,Mobile,3GL,ASP.Net,FiSMA,Infrastructure Software,Air Traffic Management,New Development,1.82,34.545,11
225,32.96,412,371.18,1600,5,2,Mobile,3GL,.Net,COSMIC,Infrastructure Software,Website,Enhancement,2.59,41.2,5
226,38.16,636,627.32,5120,4,8,Web,3GL,C++,NESMA,Real-Time Application,Internet Banking,Other,2.86,19.875,4
227,28.7,574,601.27,5760,18,2,Embedded,3GL,Visual Basic,FiSMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,1.9,15.944,18
228,78.0,975,966.49,12800,10,8,Web,3GL,Javascript,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,3.31,12.188,10
229,22.32,279,262.79,4800,3,10,Web,3GL,ASP.Net,IFPUG 4+,Mathematically Intensive Application,IT Management,Not Defined,2.45,9.3,3
230,23.98,162,150.3,26880,14,12,Web,3GL,C,FiSMA,Mathematically Intensive Application,E-Business,New Development,1.85,0.964,14
231,11.84,148,138.47,8800,11,5,Embedded,3GL,Javascript,IFPUG 4+,Real-Time Application,Internet Banking,Other,1.59,2.691,11
232,58.32,729,781.58,9600,15,4,Mobile,3GL,ASP.Net,NESMA,Infrastructure Software,E-Business,Not Defined,1.74,12.15,15
233,34.08,426,408.76,7200,5,9,Web,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,E-Business,Enhancement,1.84,9.467,5
234,65.76,822,797.24,7200,15,3,Embedded,3GL,Javascript,COSMIC,Mathematically Intensive Application,Transaction System,Re-development,3.5,18.267,15
235,46.08,576,572.78,4000,5,5,Embedded,3GL,PHP,FiSMA,Business Application,Internet Banking,Re-development,0.29,23.04,5
236,55.12,689,669.3,2560,4,4,Web,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Transaction System,Re-development,3.14,43.062,4
237,16.96,212,207.79,2400,5,3,Mobile,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,Transaction System,Re-development,1.62,14.133,5
238,59.76,996,963.01,5760,9,4,Embedded,3GL,C++,IFPUG 4+,Mathematically Intensive Application,Website,Not Defined,4.01,27.667,9
239,70.16,877,900.74,8960,14,4,Enterprise,3GL,Python,IFPUG 4+,Real-Time Application,Website,Re-development,4.2,15.661,14
240,12.32,154,141.0,5760,9,4,Web,3GL,ASP.Net,FiSMA,Infrastructure Software,Air Traffic Management,Re-development,3.64,4.278,9
241,55.92,932,941.64,6400,10,4,Embedded,3GL,Java,COSMIC,Infrastructure Software,Air Traffic Management,New Development,1.78,23.3,10
242,51.09,866,867.71,14080,11,8,Enterprise,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Other,4.2,9.841,11
243,33.9,678,730.54,13600,17,5,Mobile,3GL,Visual Basic,NESMA,Infrastructure Software,Air Traffic Management,Enhancement,3.88,7.976,17
244,72.16,902,855.67,8640,18,3,Mobile,3GL,Javascript,IFPUG 4+,Real-Time Application,Transaction System,Enhancement,4.42,16.704,18
245,29.5,590,644.59,5600,7,5,Embedded,3GL,Visual Basic,FiSMA,Real-Time Application,Air Traffic Management,Other,1.56,16.857,7
246,66.72,834,804.64,4320,9,3,Mobile,3GL,.Net,NESMA,Infrastructure Software,Transaction System,Other,3.53,30.889,9
247,61.76,772,726.9,11520,18,4,Embedded,3GL,Javascript,FiSMA,Real-Time Application,Website,Other,1.73,10.722,18
248,38.82,647,665.49,1920,4,3,Embedded,3GL,C++,COSMIC,Infrastructure Software,Internet Banking,Re-development,4.64,53.917,4
249,64.64,808,754.82,32640,17,12,Web,3GL,Javascript,FiSMA,Business Application,Human Resources,Other,0.69,3.961,17
250,45.6,570,514.95,6720,7,6,Web,3GL,.Net,IFPUG 4+,Infrastructure Software,Transaction System,Not Defined,2.38,13.571,7
251,28.4,355,358.7,3360,7,3,Mobile,3GL,PHP,IFPUG 4+,Infrastructure Software,Internet Banking,Not Defined,2.18,16.905,7
252,47.92,599,657.38,22400,10,14,Enterprise,3GL,PHP,IFPUG 4+,Real-Time Application,Website,Re-development,1.46,4.279,10
253,20.56,257,256.35,4320,9,3,Mobile,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,New Development,4.2,9.519,9
254,65.6,820,859.75,7680,16,3,Enterprise,3GL,ASP.Net,COSMIC,Infrastructure Software,E-Business,Re-development,3.97,17.083,16
255,20.16,336,329.45,2560,8,2,Embedded,3GL,C++,NESMA,Real-Time Application,Website,New Development,3.58,21.0,8
256,87.76,593,592.08,28800,15,12,Web,3GL,C,FiSMA,Infrastructure Software,Internet Banking,Enhancement,1.69,3.294,15
257,48.73,826,856.26,1920,4,3,Embedded,3GL,C#,FiSMA,Infrastructure Software,Transaction System,New Development,3.12,68.833,4
258,8.46,141,135.03,5120,4,8,Web,3GL,Java,NESMA,Real-Time Application,E-Business,New Development,3.22,4.406,4
259,12.6,252,251.87,7200,9,5,Embedded,3GL,Visual Basic,IFPUG 4+,Infrastructure Software,Human Resources,Enhancement,1.43,5.6,9
260,8.82,441,447.04,29920,17,11,Enterprise,4GL,ABAP,COSMIC,Real-Time Application,Air Traffic Management,New Development,1.34,2.358,17
261,3.47,267,273.69,12320,7,11,Enterprise,4GL,SQL,NESMA,Real-Time Application,E-Business,Not Defined,0.43,3.468,7
262,10.19,784,849.71,15680,14,7,Enterprise,4GL,SQL,FiSMA,Business Application,Transaction System,Enhancement,1.2,8.0,14
263,32.85,657,594.39,17920,8,14,Web,3GL,Visual Basic,FiSMA,Infrastructure Software,E-Business,Re-development,3.95,5.866,8
264,55.08,918,926.29,9600,12,5,Enterprise,3GL,C++,NESMA,Real-Time Application,Human Resources,Enhancement,1.27,15.3,12
265,51.8,878,840.89,4800,6,5,Mobile,3GL,C#,NESMA,Business Application,Transaction System,Enhancement,1.13,29.267,6
266,54.36,906,870.7,5120,4,8,Web,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Transaction System,Other,2.59,28.312,4
267,61.04,763,829.66,3200,10,2,Embedded,3GL,Python,NESMA,Mathematically Intensive Application,E-Business,Enhancement,1.86,38.15,10
268,8.41,647,681.93,4000,5,5,Enterprise,4GL,SQL,FiSMA,Mathematically Intensive Application,E-Business,Re-development,1.29,25.88,5
269,75.84,948,947.31,4160,13,2,Embedded,3GL,PHP,NESMA,Real-Time Application,Transaction System,Enhancement,2.34,36.462,13
270,20.24,253,251.7,3520,11,2,Embedded,3GL,Javascript,FiSMA,Mathematically Intensive Application,Internet Banking,New Development,2.41,11.5,11
271,43.66,740,739.33,6400,10,4,Embedded,3GL,C#,NESMA,Infrastructure Software,Website,Re-development,2.74,18.5,10
272,2.76,138,139.05,4480,7,4,Enterprise,4GL,ABAP,FiSMA,Mathematically Intensive Application,IT Management,Other,0.2,4.929,7
273,32.04,534,509.67,6720,14,3,Embedded,3GL,C++,NESMA,Mathematically Intensive Application,IT Management,New Development,2.44,12.714,14
274,11.44,143,154.55,7200,15,3,Enterprise,3GL,PHP,FiSMA,Business Application,E-Business,Not Defined,1.23,3.178,15
275,13.36,668,697.79,35840,16,14,Enterprise,4GL,Oracle Forms,IFPUG 4+,Infrastructure Software,Internet Banking,Other,1.45,2.982,16
276,64.82,438,458.34,960,3,2,Embedded,3GL,C,COSMIC,Business Application,Air Traffic Management,Re-development,1.06,73.0,3
277,6.15,473,503.14,17600,11,10,Enterprise,4GL,SQL,COSMIC,Real-Time Application,Transaction System,Re-development,1.37,4.3,11
278,21.65,367,346.54,5280,11,3,Embedded,3GL,C#,COSMIC,Mathematically Intensive Application,IT Management,Re-development,4.78,11.121,11
279,1.9,146,146.64,4320,3,9,Enterprise,4GL,SQL,IFPUG 4+,Infrastructure Software,IT Management,Other,0.43,5.407,3
280,14.8,185,200.37,8160,17,3,Embedded,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Re-development,3.79,3.627,17
281,14.16,236,221.49,3200,4,5,Embedded,3GL,Java,FiSMA,Real-Time Application,Air Traffic Management,New Development,2.69,11.8,4
282,33.98,576,573.03,2880,6,3,Mobile,3GL,C#,NESMA,Infrastructure Software,Human Resources,Not Defined,4.38,32.0,6
283,40.08,501,477.07,4320,3,9,Web,3GL,ASP.Net,FiSMA,Business Application,Website,Other,1.05,18.556,3
284,15.06,251,256.77,33600,15,14,Enterprise,3GL,C++,COSMIC,Mathematically Intensive Application,Website,Enhancement,1.31,1.195,15
285,54.24,904,861.54,17280,9,12,Web,3GL,Java,COSMIC,Infrastructure Software,Internet Banking,Not Defined,2.62,8.37,9
286,11.04,138,128.55,2880,6,3,Web,3GL,ASP.Net,FiSMA,Real-Time Application,Internet Banking,Other,4.16,7.667,6
287,24.8,496,508.49,12000,15,5,Mobile,3GL,Visual Basic,IFPUG 4+,Business Application,Transaction System,Not Defined,1.0,6.613,15
288,79.44,993,976.62,7680,12,4,Embedded,3GL,Python,NESMA,Real-Time Application,Internet Banking,Other,4.96,20.688,12
289,21.0,350,345.61,11520,18,4,Web,3GL,C++,FiSMA,Business Application,IT Management,Not Defined,1.41,4.861,18
290,19.8,990,1088.8,14400,15,6,Enterprise,4GL,Oracle Forms,COSMIC,Real-Time Application,Website,New Development,1.2,11.0,15
291,46.08,576,520.57,24640,11,14,Web,3GL,Python,COSMIC,Mathematically Intensive Application,Air Traffic Management,Enhancement,3.32,3.74,11
292,50.82,847,930.35,30720,16,12,Enterprise,3GL,Java,FiSMA,Mathematically Intensive Application,Internet Banking,New Development,2.67,4.411,16
293,9.16,458,481.93,7680,16,3,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,Website,Other,0.2,9.542,16
294,42.24,528,493.92,3840,6,4,Web,3GL,Python,COSMIC,Infrastructure Software,Air Traffic Management,Other,3.86,22.0,6
295,19.6,392,393.65,3360,7,3,Enterprise,3GL,Visual Basic,IFPUG 4+,Business Application,E-Business,New Development,1.48,18.667,7
296,34.2,684,691.49,17600,10,11,Enterprise,3GL,Visual Basic,NESMA,Business Application,IT Management,Other,0.36,6.218,10
297,22.88,286,313.17,14560,13,7,Enterprise,3GL,.Net,NESMA,Infrastructure Software,Internet Banking,Not Defined,3.35,3.143,13
298,11.78,906,985.65,20800,13,10,Enterprise,4GL,SQL,COSMIC,Real-Time Application,IT Management,Not Defined,1.37,6.969,13
299,19.5,325,303.36,4800,6,5,Embedded,3GL,Java,FiSMA,Infrastructure Software,Transaction System,Re-development,1.93,10.833,6
300,45.54,759,822.59,8960,7,8,Enterprise,3GL,C++,FiSMA,Business Application,Transaction System,Enhancement,1.28,13.554,7
301,27.43,465,439.95,5280,11,3,Embedded,3GL,C#,FiSMA,Real-Time Application,Air Traffic Management,Enhancement,1.88,14.091,11
302,126.1,852,848.36,12800,8,10,Web,3GL,C,FiSMA,Real-Time Application,Internet Banking,Other,4.2,10.65,8
303,9.18,153,167.35,3520,11,2,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,Website,Re-development,4.71,6.955,11
304,59.34,989,993.95,7680,12,4,Mobile,3GL,C++,NESMA,Real-Time Application,IT Management,Re-development,3.06,20.604,12
305,140.45,949,986.2,4000,5,5,Embedded,3GL,C,IFPUG 4+,Real-Time Application,Website,Not Defined,4.26,37.96,5
306,52.8,880,831.39,7040,11,4,Mobile,3GL,Java,FiSMA,Business Application,E-Business,Re-development,0.97,20.0,11
307,22.8,456,418.74,3200,10,2,Embedded,3GL,Visual Basic,NESMA,Mathematically Intensive Application,Website,New Development,2.06,22.8,10
308,51.2,640,632.88,7040,4,11,Web,3GL,PHP,COSMIC,Mathematically Intensive Application,Human Resources,Re-development,4.45,14.545,4
309,49.6,620,598.8,2240,7,2,Embedded,3GL,ASP.Net,IFPUG 4+,Real-Time Application,E-Business,Other,3.94,44.286,7
310,26.0,325,319.05,5120,8,4,Mobile,3GL,ASP.Net,FiSMA,Business Application,IT Management,Other,0.54,10.156,8
311,22.0,275,274.77,3360,7,3,Embedded,3GL,Python,FiSMA,Business Application,Air Traffic Management,New Development,0.49,13.095,7
312,71.6,895,819.13,1280,4,2,Embedded,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,Internet Banking,Enhancement,2.98,111.875,4
313,16.15,323,324.04,7680,12,4,Mobile,3GL,Visual Basic,NESMA,Business Application,E-Business,New Development,0.94,6.729,12
314,11.12,139,143.95,9600,15,4,Mobile,3GL,ASP.Net,NESMA,Real-Time Application,Air Traffic Management,Other,2.07,2.317,15
315,28.88,361,362.53,8000,10,5,Mobile,3GL,ASP.Net,FiSMA,Infrastructure Software,IT Management,Other,1.98,7.22,10
316,13.4,670,728.11,26400,15,11,Enterprise,4GL,PowerBuilder,FiSMA,Real-Time Application,Internet Banking,New Development,1.29,4.061,15
317,5.77,444,485.3,16320,17,6,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,Internet Banking,New Development,1.11,4.353,17
318,63.92,799,744.45,9600,15,4,Embedded,3GL,.Net,COSMIC,Business Application,Website,Not Defined,1.33,13.317,15
319,10.4,130,138.47,8640,18,3,Mobile,3GL,Python,NESMA,Infrastructure Software,Internet Banking,Enhancement,2.34,2.407,18
320,38.45,769,761.98,3840,6,4,Web,3GL,Visual Basic,IFPUG 4+,Infrastructure Software,E-Business,Not Defined,3.22,32.042,6
321,13.76,688,722.91,5760,4,9,Enterprise,4GL,PowerBuilder,COSMIC,Real-Time Application,Website,Other,0.57,19.111,4
322,21.46,145,139.97,960,3,2,Embedded,3GL,C,COSMIC,Infrastructure Software,Website,Re-development,1.46,24.167,3
323,77.2,965,990.86,12000,15,5,Embedded,3GL,Python,NESMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,4.12,12.867,15
324,8.5,425,437.04,17280,12,9,Enterprise,4GL,ABAP,NESMA,Infrastructure Software,Air Traffic Management,Re-development,0.76,3.935,12
325,18.6,930,966.47,16800,15,7,Enterprise,4GL,ABAP,FiSMA,Infrastructure Software,Human Resources,Not Defined,1.23,8.857,15
326,19.26,963,1037.23,12480,13,6,Enterprise,4GL,ABAP,FiSMA,Business Application,Website,Other,0.42,12.346,13
327,49.84,623,569.09,3840,8,3,Embedded,3GL,PHP,FiSMA,Infrastructure Software,Transaction System,New Development,2.38,25.958,8
328,33.81,573,577.28,2560,4,4,Enterprise,3GL,C#,FiSMA,Real-Time Application,Human Resources,Re-development,4.96,35.812,4
329,47.16,786,859.71,10400,13,5,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,Website,Re-development,1.52,12.092,13
330,28.32,480,468.83,4160,13,2,Mobile,3GL,C#,COSMIC,Infrastructure Software,E-Business,Other,4.29,18.462,13
331,58.68,978,975.78,8320,13,4,Mobile,3GL,Java,IFPUG 4+,Business Application,IT Management,Re-development,1.09,18.808,13
332,37.58,637,593.55,7200,15,3,Embedded,3GL,C#,COSMIC,Business Application,Website,Enhancement,1.43,14.156,15
333,15.84,198,196.07,10880,17,4,Embedded,3GL,Javascript,NESMA,Infrastructure Software,Internet Banking,Re-development,4.18,2.912,17
334,3.33,256,263.64,10880,17,4,Enterprise,4GL,SQL,IFPUG 4+,Infrastructure Software,Website,New Development,1.08,3.765,17
335,9.68,121,112.08,1920,3,4,Mobile,3GL,PHP,COSMIC,Business Application,Internet Banking,Not Defined,1.45,10.083,3
336,32.34,539,531.71,5440,17,2,Embedded,3GL,C++,FiSMA,Business Application,E-Business,Re-development,0.75,15.853,17
337,14.64,183,171.98,12320,7,11,Web,3GL,ASP.Net,FiSMA,Real-Time Application,Human Resources,Other,4.94,2.377,7
338,21.36,356,343.24,8160,17,3,Embedded,3GL,C++,NESMA,Mathematically Intensive Application,Air Traffic Management,New Development,3.98,6.98,17
339,5.24,262,262.82,17600,10,11,Enterprise,4GL,PowerBuilder,FiSMA,Infrastructure Software,E-Business,Re-development,0.68,2.382,10
340,7.4,370,387.45,20800,10,13,Enterprise,4GL,Oracle Forms,COSMIC,Real-Time Application,Internet Banking,Not Defined,0.41,2.846,10
341,9.83,756,762.89,27200,17,10,Enterprise,4GL,SQL,COSMIC,Infrastructure Software,IT Management,Re-development,0.79,4.447,17
342,97.83,661,695.51,9600,15,4,Mobile,3GL,C,FiSMA,Real-Time Application,Air Traffic Management,Not Defined,1.52,11.017,15
343,63.36,792,864.22,9600,5,12,Enterprise,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Human Resources,Re-development,1.74,13.2,5
344,92.65,626,623.69,4320,9,3,Mobile,3GL,C,IFPUG 4+,Real-Time Application,Transaction System,Enhancement,1.5,23.185,9
345,26.8,335,318.09,2560,8,2,Embedded,3GL,Python,FiSMA,Business Application,Human Resources,Re-development,0.49,20.938,8
346,55.8,930,990.59,7840,7,7,Enterprise,3GL,Java,COSMIC,Real-Time Application,Air Traffic Management,Not Defined,3.36,18.98,7
347,13.66,683,704.2,4800,10,3,Enterprise,4GL,PowerBuilder,COSMIC,Infrastructure Software,Human Resources,Other,0.8,22.767,10
348,33.52,419,393.67,23040,18,8,Web,3GL,Python,NESMA,Mathematically Intensive Application,E-Business,Other,3.63,2.91,18
349,122.54,828,816.42,14080,11,8,Web,3GL,C,COSMIC,Infrastructure Software,Air Traffic Management,Re-development,1.16,9.409,11
350,18.47,313,328.6,960,3,2,Embedded,3GL,C#,COSMIC,Real-Time Application,E-Business,Other,1.41,52.167,3
351,21.46,145,134.63,6400,8,5,Embedded,3GL,C,NESMA,Infrastructure Software,Website,Not Defined,3.47,3.625,8
352,37.95,759,735.63,14400,18,5,Embedded,3GL,Visual Basic,IFPUG 4+,Real-Time Application,Human Resources,Re-development,4.76,8.433,18
353,77.12,964,917.51,5280,11,3,Web,3GL,PHP,FiSMA,Business Application,Human Resources,Enhancement,0.66,29.212,11
354,101.82,688,624.61,11520,9,8,Web,3GL,C,NESMA,Mathematically Intensive Application,Human Resources,New Development,1.53,9.556,9
355,57.23,970,892.48,7680,4,12,Web,3GL,C#,NESMA,Business Application,Transaction System,Not Defined,1.27,20.208,4
356,12.3,205,191.37,3200,10,2,Mobile,3GL,C++,NESMA,Mathematically Intensive Application,IT Management,Not Defined,3.55,10.25,10
357,58.72,734,665.24,5280,11,3,Embedded,3GL,PHP,IFPUG 4+,Infrastructure Software,Human Resources,Re-development,1.21,22.242,11
358,30.9,515,478.89,22400,10,14,Web,3GL,C++,NESMA,Infrastructure Software,Human Resources,Enhancement,4.79,3.679,10
359,141.93,959,939.99,35360,17,13,Web,3GL,C,FiSMA,Real-Time Application,Human Resources,Other,1.32,4.339,17
360,14.64,183,184.94,5760,12,3,Embedded,3GL,Python,NESMA,Infrastructure Software,Air Traffic Management,Not Defined,4.14,5.083,12
361,19.88,994,1057.97,24640,14,11,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Internet Banking,Not Defined,1.15,6.455,14
362,6.66,111,102.64,26400,15,11,Web,3GL,Java,COSMIC,Business Application,E-Business,Other,1.0,0.673,15
363,19.68,246,245.41,14400,15,6,Web,3GL,Javascript,IFPUG 4+,Infrastructure Software,Human Resources,New Development,1.73,2.733,15
364,58.4,730,720.31,4000,5,5,Embedded,3GL,Javascript,COSMIC,Infrastructure Software,Internet Banking,New Development,1.65,29.2,5
